date,demand_mwh,year,month,week,day_of_week,is_weekend,is_holiday,is_day_before_holiday,is_day_after_holiday,is_bridge_day,temperature_mean_c,temperature_max_c,temperature_min_c,precipitation_mm,wind_speed_max_kmh,solar_radiation_mj_m2,city_temperature_spread_c,temperature_range_c,heating_degree_days,cooling_degree_days,day_of_year_sin,day_of_year_cos,week_of_year_sin,week_of_year_cos,lag_1,lag_7,lag_14,lag_28,lag_364,rolling_mean_7,rolling_mean_28,rolling_mean_56,rolling_std_7,rolling_std_28,lag_1_minus_7
2021-04-26,689249.537,2021,4,17,0,False,False,False,False,False,15.360000000000001,18.42,13.32,6.300000000000001,14.5,15.612000000000002,3.0999999999999996,5.100000000000001,2.639999999999999,0.0,0.9111686353326631,-0.41203363695942635,0.8887267422037195,-0.45843732144314286,584849.257,697833.818,692941.728,691559.272,590579.965,674611.8864285714,661755.931,683673.4519285716,51158.70753873949,56700.31084037112,-112984.56099999999
2021-04-27,703092.56,2021,4,17,1,False,False,False,False,False,15.260000000000002,18.54,12.72,5.740000000000001,13.16,15.246,3.3000000000000007,5.8199999999999985,2.7399999999999984,0.0,0.9039461929224011,-0.42764620926777464,0.8887267422037195,-0.45843732144314286,689249.537,709788.735,717396.928,695256.722,601203.105,673385.5605714285,661673.4404642858,682931.441857143,50609.2147814894,56657.009124268356,-20539.197999999975
2021-04-28,698342.061,2021,4,17,2,False,False,False,False,False,15.240000000000002,18.48,12.1,1.78,14.900000000000002,17.756,4.899999999999999,6.380000000000001,2.759999999999998,0.0,0.8964562582905575,-0.44313223418263453,0.8887267422037195,-0.45843732144314286,703092.56,710848.815,716654.185,679687.653,600234.68,672428.9641428571,661953.2918214286,682096.7405000001,49864.25722946183,56848.06398638673,-7756.254999999888
2021-04-29,697918.72,2021,4,17,3,False,False,False,False,False,15.14,18.28,12.16,2.32,15.5,17.606,7.800000000000001,6.120000000000001,2.8599999999999994,0.0,0.8887010478292915,-0.45848712914008766,0.8887267422037195,-0.45843732144314286,698342.061,713242.666,722238.709,603780.936,594712.471,670642.285,662619.5206785714,681278.4340000001,48462.56800631727,57171.98585036447,-14900.604999999981
2021-04-30,688956.526,2021,4,17,4,False,False,True,False,False,14.48,17.92,11.240000000000002,1.12,12.86,17.162,7.4,6.68,3.5199999999999996,0.0,0.8806828564301475,-0.47370635037968,0.8887267422037195,-0.45843732144314286,697918.72,685398.678,713583.273,558137.662,525344.189,668453.1498571428,665981.5843928572,680522.1961964286,46524.88266660791,56345.73442793532,12520.042000000016
2021-05-01,577472.256,2021,5,17,5,True,True,False,False,False,14.42,18.160000000000004,10.86,4.5600000000000005,12.98,21.156,7.5,7.300000000000004,3.58,0.0,0.8724040568049612,-0.48878539428899265,0.8887267422037195,-0.45843732144314286,688956.526,620321.236,642865.34,577877.662,529331.136,668961.4138571428,670653.6866785714,679687.0523750001,46759.700287763895,52354.5836237712,68635.28999999992
2021-05-02,559173.805,2021,5,17,6,True,False,False,True,False,13.940000000000001,17.68,10.0,0.44000000000000006,13.56,22.796,5.6,7.68,4.059999999999999,0.0,0.8638670987837349,-0.503719798736334,0.8887267422037195,-0.45843732144314286,577472.256,584849.257,593293.117,551346.366,509365.967,662840.1309999999,670639.2078928571,678240.9881785715,56066.81401495269,52381.2406028957,-7377.000999999931
2021-05-03,667365.198,2021,5,18,0,False,False,False,False,False,14.64,18.76,10.06,0.76,13.16,20.756,4.600000000000001,8.700000000000001,3.3599999999999994,0.0,0.8550745085896932,-0.518505144391157,0.8272226811273455,-0.5618742170882073,559173.805,689249.537,697833.818,604043.925,585884.404,659172.2092857143,670918.7592857142,677106.8479107143,62491.17400863274,51737.94855393359,-130075.73199999996
2021-05-04,689998.019,2021,5,18,1,False,False,False,False,False,16.020000000000003,22.040000000000003,10.040000000000001,0.06,14.32,25.508000000000003,5.800000000000001,12.000000000000002,1.9799999999999969,0.0,0.8460288880917339,-0.533137056031809,0.8272226811273455,-0.5618742170882073,667365.198,703092.56,709788.735,678937.062,607115.027,656045.8751428572,673180.2333214285,675757.3625178571,61271.17680075143,50063.366727189066,-35727.36200000008
2021-05-05,690651.1,2021,5,18,2,False,False,False,False,False,17.560000000000002,22.92,12.180000000000001,0.30000000000000004,11.580000000000002,23.824,6.4,10.74,0.4399999999999977,0.0,0.8367329140344921,-0.5476112038402312,0.8272226811273455,-0.5618742170882073,689998.019,698342.061,710848.815,706832.348,610199.36,654175.2264285714,673575.2675,674536.7464464286,59777.09269926156,50154.031616788365,-8344.042000000016
2021-05-06,689028.329,2021,5,18,3,False,False,False,False,False,18.52,24.62,12.16,0.32000000000000006,15.78,25.86,6.299999999999999,12.46,0.0,0.0,0.8271893372462497,-0.5619233046832195,0.8272226811273455,-0.5618742170882073,690651.1,697918.72,713242.666,711274.992,604624.142,653076.5177142856,672997.3657857144,673462.7188214286,58894.16329360611,49848.929347508034,-7267.619999999995
2021-05-07,681399.427,2021,5,18,4,False,False,False,False,False,19.12,24.840000000000003,13.620000000000001,0.1,13.100000000000001,23.82,5.299999999999997,11.220000000000002,0.0,0.0,0.8174009818249189,-0.5760691233798758,0.8272226811273455,-0.5618742170882073,689028.329,688956.526,685398.678,713789.777,597179.788,651806.4618571429,672202.8421071429,672561.7734642857,57852.61900734273,49391.43165081459,71.80300000007264
2021-05-08,612800.041,2021,5,18,5,True,False,False,False,False,20.060000000000002,26.020000000000003,14.14,0.0,17.76,27.098000000000003,3.8999999999999986,11.880000000000003,0.0,0.0,0.8073707443023492,-0.5900444739548627,0.8272226811273455,-0.5618742170882073,681399.427,577472.256,620321.236,641313.52,547084.706,650726.8762857142,671046.0438928573,671710.1123749999,57109.559826031225,48756.57599515666,103927.17099999997
2021-05-09,573950.672,2021,5,18,6,True,False,False,False,False,17.84,20.96,14.520000000000001,3.02,22.400000000000002,17.468000000000004,3.4999999999999982,6.4399999999999995,0.16000000000000014,0.0,0.7971015927871943,-0.6038452208771035,0.8272226811273455,-0.5618742170882073,612800.041,559173.805,584849.257,594071.686,513399.456,655773.7027142857,670027.7053571428,671111.8720892856,50765.67604153225,49689.41964894896,53626.23599999992
2021-05-10,672517.486,2021,5,19,0,False,False,False,False,False,15.88,19.52,12.020000000000001,2.68,21.080000000000002,21.71,8.700000000000001,7.499999999999998,2.119999999999999,0.0,0.7865965660866021,-0.6174672802835514,0.7537388300638258,-0.6571740835227871,573950.672,667365.198,689249.537,692941.728,591350.652,657884.6837142857,669309.0977142857,670529.9124464284,46179.35616540278,50957.88305389034,-93414.52599999995
2021-05-11,690260.839,2021,5,19,1,False,False,False,False,False,15.400000000000002,20.220000000000002,10.74,1.02,18.240000000000002,26.450000000000003,7.0,9.480000000000002,2.599999999999998,0.0,0.7758587728069828,-0.6309066211876704,0.7537388300638258,-0.6571740835227871,672517.486,689998.019,703092.56,717396.928,617479.021,658620.7248571429,668579.6605,669694.6260892857,46396.19968411576,50752.833222501846,-17480.532999999938
2021-05-12,696396.062,2021,5,19,2,False,False,False,False,False,16.68,22.3,11.9,1.2000000000000002,23.94,21.958,5.300000000000001,10.4,1.3200000000000003,0.0,0.7648913904341225,-0.6441592666722685,0.7537388300638258,-0.6571740835227871,690260.839,690651.1,698342.061,716654.185,617401.116,658658.2705714286,667610.5144642858,668949.1941785713,46425.92027135109,50040.20651025516,-390.2609999999404
2021-05-13,695282.254,2021,5,19,3,False,False,False,False,False,17.060000000000002,22.3,11.84,1.86,20.6,20.118000000000002,7.399999999999999,10.46,0.9399999999999977,0.0,0.753697664392914,-0.6572212950663319,0.7537388300638258,-0.6571740835227871,696396.062,689028.329,697918.72,722238.709,620557.901,659478.9794285715,666887.0100714285,668353.1287142857,47131.16673022645,49447.7915887934,7367.733000000007
2021-05-14,688397.416,2021,5,19,4,False,False,False,False,False,17.58,22.4,12.96,0.7400000000000001,17.12,24.996000000000002,8.100000000000001,9.439999999999998,0.4200000000000017,0.0,0.742280907086982,-0.6700888411055113,0.7537388300638258,-0.6571740835227871,695282.254,681399.427,688956.526,713583.273,608952.25,660372.3972857144,665924.2795357143,667528.2900178572,47838.62509483454,48585.0906914323,13882.826999999932
2021-05-15,622863.597,2021,5,19,5,True,False,False,False,False,19.48,25.98,12.82,0.38000000000000006,16.86,22.308,6.600000000000001,13.16,0.0,0.0,0.7306444969184916,-0.6827580970759147,0.7537388300638258,-0.6571740835227871,688397.416,612800.041,577472.256,642865.34,555670.934,661372.11,665024.7846428573,667213.1786785715,48420.85298460031,47898.351346841126,75597.375
2021-05-16,580577.79,2021,5,19,6,True,False,False,False,False,21.3,26.62,16.28,1.5999999999999999,18.0,20.3,11.200000000000001,10.34,0.0,0.0,0.7187918772884232,-0.6952253139408722,0.7537388300638258,-0.6571740835227871,622863.597,573950.672,559173.805,593293.117,519597.946,662809.7608571427,664310.4366785715,666362.57075,46862.682077816,48387.72503485239,48912.92499999993
2021-05-17,668878.06,2021,5,20,0,False,False,False,False,False,19.060000000000002,23.200000000000003,15.18,0.12,16.560000000000002,23.948,9.7,8.020000000000003,0.0,0.0,0.7067265555776158,-0.7074868024503348,0.6693393778020698,-0.7429567937124865,580577.79,672517.486,667365.198,697833.818,596670.207,663756.492,663856.3178571428,665478.1973035715,44789.41669764023,49132.837467521815,-91939.696
2021-05-18,696787.021,2021,5,20,1,False,False,False,False,False,19.1,25.240000000000002,13.4,0.24,19.22,24.19,9.700000000000001,11.840000000000002,0.0,0.0,0.6944521021088763,-0.719538934232584,0.6693393778020698,-0.7429567937124865,668878.06,690260.839,689998.019,709788.735,615052.604,663236.574,662822.183642857,664296.0132678571,44691.785838325755,48693.967842103506,-21382.77899999998
2021-05-19,698169.314,2021,5,20,2,False,False,False,False,False,18.92,23.200000000000003,14.780000000000001,0.28,16.62,24.256,10.999999999999998,8.420000000000002,0.0,0.0,0.6819721490904629,-0.7313781428679254,0.6693393778020698,-0.7429567937124865,696787.021,696396.062,690651.1,710848.815,622450.073,664168.8857142858,662357.8367142857,663534.3989107143,45411.7669914125,48289.82084976427,390.95899999991525
2021-05-20,697758.698,2021,5,20,3,False,False,False,False,False,19.44,25.44,13.440000000000001,0.0,15.72,27.0,8.7,12.0,0.0,0.0,0.6692903895412567,-0.7430009249440493,0.6693393778020698,-0.7429567937124865,698169.314,695282.254,689028.329,713242.666,630168.002,664422.2074285714,661904.9973928571,662937.0350178572,45625.943856390586,47875.93097116816,2887.060000000056
2021-05-21,691966.356,2021,5,20,4,False,False,False,False,False,19.62,24.880000000000003,14.16,0.7400000000000001,17.78,23.474,9.700000000000001,10.720000000000002,0.0,0.0,0.6564105761979381,-0.7544038410927472,0.6693393778020698,-0.7429567937124865,697758.698,688397.416,681399.427,685398.678,634355.264,664775.9851428571,661351.9985357142,662426.5400357143,45913.802454979625,47347.49307150407,9361.282000000007
2021-05-22,621633.202,2021,5,20,5,True,False,False,False,False,17.84,20.980000000000004,14.520000000000001,1.46,15.780000000000001,21.256,9.299999999999999,6.460000000000003,0.16000000000000014,0.0,0.6433365204044917,-0.765583517007675,0.6693393778020698,-0.7429567937124865,691966.356,622863.597,612800.041,620321.236,582895.641,665285.8337142857,661586.5584642858,661937.8718035714,46238.49079843009,47487.09504222283,69102.75900000008
2021-05-23,574180.28,2021,5,20,6,True,False,False,False,False,16.28,19.76,13.100000000000001,3.8000000000000003,17.5,17.817999999999998,7.9,6.66,1.7199999999999989,0.0,0.6300720909843687,-0.7765366444428655,0.6693393778020698,-0.7429567937124865,621633.202,580577.79,573950.672,584849.257,542170.641,665110.063,661633.4143928571,661458.7051428572,46428.579575212774,47445.499205470995,41055.41200000001
2021-05-24,659025.584,2021,5,21,0,False,False,False,False,False,17.64,23.480000000000004,11.72,1.7400000000000002,17.8,22.586000000000002,7.0,11.760000000000003,0.35999999999999943,0.0,0.6166212130956382,-0.7872599821916922,0.5752465922225328,-0.8179800475172747,574180.28,668878.06,672517.486,689249.537,627466.111,664196.133,661252.3795,661504.15525,48391.37559145133,48122.99608034388,-94697.78000000003
2021-05-25,687452.59,2021,5,21,1,False,False,False,False,False,18.240000000000002,22.720000000000002,13.820000000000002,0.020000000000000004,15.680000000000001,24.088,10.2,8.9,0.0,0.0,0.6029878670694714,-0.7977503570459932,0.5752465922225328,-0.8179800475172747,659025.584,696787.021,690260.839,703092.56,642990.536,662788.6364285714,660172.9526071429,660923.1965357142,48375.782853502715,47809.69510374779,-37761.43699999992
2021-05-26,692338.143,2021,5,21,2,False,False,False,False,False,18.76,23.48,13.82,0.26,14.5,23.176000000000002,9.8,9.66,0.0,0.0,0.5891760872322963,-0.8080046647350754,0.5752465922225328,-0.8179800475172747,687452.59,698169.314,696396.062,698342.061,644707.726,661455.1462857143,659614.38225,660783.8370357143,47401.2504770262,47379.10831734453,-10716.724000000046
2021-05-27,694593.137,2021,5,21,3,False,False,False,False,False,19.04,23.18,14.3,0.16,14.040000000000001,23.268,5.6,8.879999999999999,0.0,0.0,0.5751899607119775,-0.8180198708443174,0.5752465922225328,-0.8179800475172747,692338.143,697758.698,695282.254,697918.72,642005.868,660622.1218571429,659399.9566071428,661009.7386428572,46694.47352725727,47210.63182826324,-5420.554999999935
2021-05-28,687217.66,2021,5,21,4,False,False,False,False,False,20.580000000000002,25.080000000000002,16.26,1.12,11.760000000000002,21.686,5.300000000000001,8.82,0.0,0.0,0.5610336262283677,-0.8277930117131022,0.5752465922225328,-0.8179800475172747,694593.137,691966.356,688397.416,688956.526,641570.31,660169.8988571429,659281.1857857143,662631.3850892858,46288.43662416545,47114.22341126888,2626.780999999959
2021-05-29,625581.869,2021,5,21,5,True,False,False,False,False,21.64,27.62,15.64,1.04,13.440000000000001,26.306,7.099999999999998,11.98,0.0,0.0,0.5467112728685939,-0.8373211953118121,0.5752465922225328,-0.8179800475172747,687217.66,621633.202,622863.597,577472.256,583380.433,659491.5137142857,659219.0834285716,664936.3850535714,45776.743443669904,47074.78843739259,65584.45799999998
2021-05-30,579605.519,2021,5,21,6,True,False,False,False,False,21.880000000000003,26.78,17.12,0.7600000000000001,13.400000000000002,25.540000000000003,8.0,9.66,0.0,0.0,0.5322271388474397,-0.8466016020976267,0.5752465922225328,-0.8179800475172747,625581.869,574180.28,580577.79,559173.805,541662.429,660055.609,660937.2838928571,665788.2458928572,45253.81430737627,44803.77816160487,51401.58899999992
2021-05-31,683327.24,2021,5,22,0,False,False,False,False,False,21.759999999999998,26.400000000000002,17.46,0.14,15.920000000000002,25.814000000000004,4.5,8.940000000000001,0.0,0.0,0.5175855102531889,-0.8556314858488706,0.4728231194859959,-0.8811573626087066,579605.519,659025.584,668878.06,667365.198,627334.741,660830.6431428572,661666.9879642858,666292.873625,43552.43269303995,43223.51972629068,-79420.06500000006
2021-06-01,696048.627,2021,6,22,1,False,False,False,False,False,20.200000000000003,23.900000000000002,17.22,4.220000000000001,17.700000000000003,22.978,1.0,6.680000000000003,0.0,0.0,0.5027907197793043,-0.8644081744776648,0.4728231194859959,-0.8811573626087066,683327.24,687452.59,696787.021,689998.019,653396.5,664302.3082857142,662237.0608928573,667708.647107143,44345.90883137791,43406.33131233391,-4125.349999999977
2021-06-02,700505.017,2021,6,22,2,False,False,False,False,False,20.2,25.28,15.22,0.3400000000000001,13.2,24.240000000000002,3.6999999999999993,10.06,0.0,0.0,0.4878471454423119,-0.8729290708206411,0.4728231194859959,-0.8811573626087066,696048.627,692338.143,698169.314,690651.1,662452.407,665530.3135714286,662453.1540357143,668014.2107678571,45204.525971911426,43564.42774940179,3710.4839999999385
2021-06-03,698600.649,2021,6,22,3,False,False,False,False,False,20.500000000000004,24.6,16.400000000000002,3.5000000000000004,15.680000000000001,22.494,5.5,8.2,0.0,0.0,0.47275920928627757,-0.881191653407483,0.4728231194859959,-0.8811573626087066,700505.017,694593.137,697758.698,689028.329,651301.681,666697.0098571429,662805.0796428572,667901.2227142856,46108.09204061458,43839.58769545911,5911.880000000005
2021-06-04,692965.661,2021,6,22,4,False,False,False,False,False,20.54,24.78,16.22,2.64,14.2,19.894000000000002,7.599999999999998,8.560000000000002,0.0,0.0,0.4575313760742512,-0.8891934772070711,0.4728231194859959,-0.8811573626087066,698600.649,687217.66,691966.356,681399.427,640912.088,667269.5115714285,663146.9482142858,667674.8951607143,46535.09586547176,44088.27283173282,11382.988999999943
2021-06-05,622988.965,2021,6,22,5,True,False,False,False,False,19.740000000000002,23.200000000000003,16.380000000000003,2.42,15.760000000000002,19.138,7.800000000000001,6.82,0.0,0.0,0.44216815196707204,-0.8969321743510065,0.4728231194859959,-0.8811573626087066,692965.661,625581.869,621633.202,612800.041,582674.188,668090.6545714287,663560.028,667303.0359464285,46994.20961174167,44319.20054918723,67383.79200000002
2021-06-06,576739.713,2021,6,22,6,True,False,False,False,False,20.92,26.340000000000003,15.840000000000002,1.12,14.34,24.926000000000002,8.0,10.500000000000002,0.0,0.0,0.42667408318992467,-0.9044054548343001,0.4728231194859959,-0.8811573626087066,622988.965,579605.519,574180.28,573950.672,540393.818,667720.2397142857,663923.9181428571,666975.8117500001,47393.634459121466,43927.085515665094,43383.445999999996
2021-06-07,687687.127,2021,6,23,0,False,False,False,False,False,22.46,27.860000000000003,16.14,0.04000000000000001,12.72,28.07,10.2,11.720000000000002,0.0,0.46000000000000085,0.4110537546870351,-0.9116111071930239,0.3635522502723814,-0.9315738088428033,576739.713,683327.24,659025.584,672517.486,625763.383,667310.8388571428,664023.52675,666666.3122321429,48285.64054093176,43718.17213645973,-106587.527
2021-06-08,719311.181,2021,6,23,1,False,False,False,False,False,23.400000000000002,29.12,16.98,0.18000000000000002,15.58,28.202,9.799999999999997,12.14,0.0,1.4000000000000021,0.3953117887649151,-0.9185469991587165,0.3635522502723814,-0.9315738088428033,687687.127,696048.627,687452.59,690260.839,643604.721,667933.6798571429,664565.2996428572,666572.4800714285,48554.04375748273,43920.85544286714,-8361.5
2021-06-09,727998.479,2021,6,23,2,False,False,False,False,False,23.66,29.18,17.48,0.0,13.9,26.816000000000003,9.5,11.7,0.0,1.6600000000000001,0.37945284372454435,-0.925211078289358,0.3635522502723814,-0.9315738088428033,719311.181,700505.017,692338.143,696396.062,653728.489,671256.9018571429,665602.8118571428,666606.6631607143,51505.43940664728,44882.90623824477,18806.16399999999
2021-06-10,739161.249,2021,6,23,3,False,False,False,False,False,23.759999999999998,29.200000000000003,17.8,0.0,14.900000000000002,27.268,8.3,11.400000000000002,0.0,1.759999999999998,0.36348161248290634,-0.9316013725767187,0.3635522502723814,-0.9315738088428033,727998.479,698600.649,694593.137,695282.254,653624.408,675184.5392857144,666731.4696071428,666809.2398392857,55034.88547834547,46067.64714567398,29397.830000000075
2021-06-11,732773.334,2021,6,23,4,False,False,False,False,False,23.340000000000003,28.12,18.34,0.38,14.5,26.700000000000003,7.699999999999999,9.780000000000001,0.0,1.3400000000000034,0.3474028211842774,-0.9377159910299093,0.3635522502723814,-0.9315738088428033,739161.249,692965.661,687217.66,688397.416,645918.049,680978.9107142857,668298.5765714286,667111.4280535715,59836.88066685449,47789.01223485135,46195.58799999999
2021-06-12,663407.333,2021,6,23,5,True,False,False,False,False,23.540000000000003,28.96,18.3,0.13999999999999999,15.940000000000001,27.272000000000002,5.600000000000001,10.66,0.0,1.5400000000000027,0.3312212278016865,-0.9435531242349544,0.3635522502723814,-0.9315738088428033,732773.334,622988.965,625581.869,622863.597,581088.713,686665.7211428572,669883.4307857143,667454.1077142857,62975.27972515662,49195.3864438742,109784.36900000006
2021-06-13,616205.06,2021,6,23,6,True,False,False,False,False,24.720000000000002,30.42,19.060000000000002,0.1,15.5,27.566000000000003,4.300000000000001,11.36,0.0,2.7200000000000024,0.31494162072895193,-0.9491110448902284,0.3635522502723814,-0.9315738088428033,663407.333,576739.713,579605.519,580577.79,543304.621,692439.7737142857,671331.4213571429,667820.9290178571,57804.4991086533,48349.57252276179,86667.62
2021-06-14,737903.439,2021,6,24,0,False,False,False,False,False,25.080000000000002,30.62,19.480000000000004,0.0,15.96,28.408,4.899999999999999,11.139999999999997,0.0,3.080000000000002,0.2985688173637202,-0.9543881083175908,0.24901643885277955,-0.9684992582243312,616205.06,687687.127,683327.24,668878.06,644001.077,698077.6804285713,672603.8238571428,668230.0708571429,45186.44023043211,46298.04943062117,-71482.06699999992
2021-06-15,759440.415,2021,6,24,1,False,False,False,False,False,24.86,30.220000000000002,19.3,0.020000000000000004,15.620000000000001,26.322000000000003,5.699999999999999,10.920000000000002,0.0,2.8599999999999994,0.2821076626819194,-0.9593827529490743,0.24901643885277955,-0.9684992582243312,737903.439,719311.181,696048.627,696787.021,656823.463,705251.4392857143,675069.0159642857,668945.5998035715,47203.06137043274,47902.19622706137,18592.25800000003
2021-06-16,755302.693,2021,6,24,2,False,False,False,False,False,24.080000000000002,28.520000000000003,20.4,3.84,16.48,23.89,3.5,8.120000000000005,0.0,2.080000000000002,0.26556302780405594,-0.9640935007889755,0.24901643885277955,-0.9684992582243312,759440.415,727998.479,700505.017,698169.314,661145.578,710984.187,677306.6371785715,669832.2369464285,51441.7016207772,50354.821594177876,31441.935999999987
2021-06-17,732968.196,2021,6,24,3,False,False,False,False,False,21.36,24.240000000000002,18.9,10.340000000000002,18.080000000000002,15.502,5.800000000000001,5.340000000000003,0.0,0.0,0.24893980855376657,-0.9685189578512204,0.24901643885277955,-0.9684992582243312,755302.693,739161.249,698600.649,697758.698,662011.432,714884.789,679347.1150000001,670626.0561964286,53922.21707224878,52349.598182663634,16141.444000000018
2021-06-18,720620.28,2021,6,24,4,False,False,False,False,False,21.32,24.820000000000004,18.12,5.180000000000001,16.080000000000002,21.058,5.699999999999999,6.700000000000003,0.0,0.0,0.23224292400907015,-0.9726578145718654,0.24901643885277955,-0.9684992582243312,732968.196,732773.334,692965.661,691966.356,657676.183,714000.0671428572,680604.5970714286,670978.2978035714,53506.72377244569,53223.821676324034,194.8619999999646
2021-06-19,646908.276,2021,6,24,5,True,False,False,False,False,21.380000000000003,25.62,18.0,1.12,14.080000000000002,23.28,5.699999999999999,7.620000000000001,0.0,0.0,0.21547731504673012,-0.976508846196619,0.24901643885277955,-0.9684992582243312,720620.28,663407.333,622988.965,621633.202,608254.976,712263.9165714284,681627.9515000001,671607.2549821428,52990.73672398245,53723.49387019452,57212.947000000044
2021-06-20,594444.33,2021,6,24,6,True,False,False,False,False,21.28,24.700000000000003,18.380000000000003,1.1600000000000001,22.5,19.978,8.2,6.32,0.0,0.0,0.19864794288017112,-0.9800709131432666,0.24901643885277955,-0.9684992582243312,646908.276,616205.06,576739.713,574180.28,572807.006,709906.9084285714,682530.6327142856,672082.0235535715,55817.581841557614,52883.88503145022,30703.2159999999
2021-06-21,695310.81,2021,6,25,0,False,False,False,False,False,21.200000000000003,24.980000000000004,16.58,1.9600000000000002,19.16,23.348,8.399999999999999,8.400000000000006,0.0,0.0,0.18175978759137534,-0.9833429613388902,0.1308743860801995,-0.9913989585772879,594444.33,737903.439,687687.127,659025.584,682963.291,706798.2327142858,683254.3487857142,672253.3641428571,62152.41778804864,51465.83741647564,-143459.10900000005
2021-06-22,710395.742,2021,6,25,1,False,False,False,False,False,20.740000000000002,24.68,16.6,0.9400000000000002,16.2,22.738000000000003,7.399999999999999,8.079999999999998,0.0,0.0,0.16481784665719793,-0.9863240225317866,0.1308743860801995,-0.9913989585772879,695310.81,759440.415,719311.181,687452.59,706613.83,700713.5714285715,684550.2497142857,672361.6011607143,60666.8546561296,51289.69231594598,-64129.60499999998
2021-06-23,701339.201,2021,6,25,2,False,False,False,False,False,20.18,23.96,16.080000000000002,9.42,15.18,19.938000000000002,7.499999999999998,7.879999999999999,0.0,0.0,0.14782713347053048,-0.9890132145779883,0.1308743860801995,-0.9913989585772879,710395.742,755302.693,727998.479,692338.143,668203.326,693707.1895714285,685369.648,672492.015125,55353.53058180109,51520.5262349757,-44906.951
2021-06-24,667378.472,2021,6,25,3,False,False,False,False,False,21.68,26.700000000000003,16.1,0.0,14.760000000000002,25.788000000000004,9.100000000000001,10.600000000000001,0.0,0.0,0.13079267585675922,-0.9914097417023038,0.1308743860801995,-0.9913989585772879,701339.201,732968.196,739161.249,694593.137,711838.827,685998.1192857142,685691.1143571428,672545.5354821428,48703.71869847067,51593.64660800182,-31628.994999999995
2021-06-25,694493.443,2021,6,25,4,False,False,False,False,False,22.880000000000003,28.16,17.060000000000002,0.0,15.88,28.310000000000002,9.599999999999998,11.099999999999998,0.0,0.8800000000000026,0.11371951458594969,-0.9935128947338007,0.1308743860801995,-0.9913989585772879,667378.472,720620.28,732773.334,687217.66,702221.428,676628.1587142857,684719.1620357143,672000.1739107143,44268.580507861996,51676.01116377075,-53241.80800000008
2021-06-26,651121.08,2021,6,25,5,True,False,False,False,False,23.36,28.28,17.82,0.0,18.240000000000002,27.238,7.700000000000003,10.46,0.0,1.3599999999999994,0.0966127018812031,-0.9953220513156602,0.1308743860801995,-0.9913989585772879,694493.443,646908.276,663407.333,625581.869,638125.491,672895.7534285715,684979.0114285714,672099.0474285714,40915.744777043554,51707.32342036296,47585.167000000016
2021-06-27,606935.474,2021,6,25,6,True,False,False,False,False,22.54,27.380000000000003,17.060000000000002,1.1,17.88,25.272000000000002,8.7,10.32,0.0,0.5399999999999991,0.07947729992362097,-0.9968366760893436,0.1308743860801995,-0.9913989585772879,651121.08,594444.33,616205.06,579605.519,604144.564,673497.5825714285,685891.1261071429,673414.205,40498.64412454874,50838.71420546586,56676.75
2021-06-28,706509.225,2021,6,26,0,False,False,False,False,False,22.12,26.8,16.6,0.18000000000000002,13.48,25.724,7.400000000000002,10.2,0.0,0.120000000000001,0.062318379354325076,-0.998056320853012,0.010837018181828733,-0.9999412777943146,606935.474,695310.81,737903.439,683327.24,723951.102,675282.0317142857,686867.1959285714,674267.0919464286,36514.03565687561,48949.78910898832,-88375.33600000001
2021-06-29,727913.028,2021,6,26,1,False,False,False,False,False,22.34,26.900000000000002,17.240000000000002,0.0,14.98,26.178,7.699999999999999,9.66,0.0,0.33999999999999986,0.04514101777397193,-0.9989806246941579,0.010837018181828733,-0.9999412777943146,706509.225,710395.742,759440.415,696048.627,752302.735,676881.8052857143,687695.1239642857,674966.0924285714,37761.79619720536,49083.562555869656,-3886.5169999999925
2021-06-30,744980.042,2021,6,26,2,False,False,False,False,False,23.1,28.060000000000002,17.8,0.0,16.68,25.354000000000003,7.0,10.260000000000002,0.0,1.1000000000000014,0.02795029824021032,-0.999609314096404,0.010837018181828733,-0.9999412777943146,727913.028,701339.201,755302.693,700505.017,763359.011,679384.2747142857,688833.1382857143,675643.1461607143,40810.30257417634,49650.53119820558,26573.82700000005
2021-07-01,745646.823,2021,7,26,3,False,False,False,False,False,23.620000000000005,28.86,18.38,0.0,16.880000000000003,27.498,6.699999999999999,10.48,0.0,1.6200000000000045,0.01075130776352193,-0.9999422030204416,0.010837018181828733,-0.9999412777943146,744980.042,667378.472,732968.196,698600.649,765790.102,685618.6805714286,690421.5320357142,676613.3058392856,47507.18535131335,50737.278973218235,77601.57000000007
2021-07-02,751071.94,2021,7,26,4,False,False,False,False,False,24.060000000000002,29.720000000000002,17.54,0.34,15.96,29.05,5.5,12.180000000000003,0.0,2.0600000000000023,-0.00645086419810515,-0.9999791929590823,0.010837018181828733,-0.9999412777943146,745646.823,694493.443,720620.28,692965.661,735357.247,696799.8735714286,692101.7525357142,677624.350375,51538.23030268723,51786.319070358986,51153.380000000005
2021-07-03,686746.086,2021,7,26,5,True,False,False,False,False,24.6,29.720000000000002,19.22,0.36000000000000004,16.34,26.996000000000002,6.900000000000002,10.500000000000004,0.0,2.6000000000000014,-0.023651127245231586,-0.9997202729664083,0.010837018181828733,-0.9999412777943146,751071.94,651121.08,646908.276,622988.965,660713.186,704882.516,694176.9767857144,678868.5023928572,55407.533946877506,52972.86862145489,99950.85999999999
